목적,읍면동,설치장소,위도,경도,설치연도,설치대수
방범,상대동,상대동 180-26 ,35.187153,128.115612,2023,3
방범,상대동 ,상대동 819-1,35.18613,128.100432,2023,2
방범,하대동,하대동 131-1,35.186657,128.12085,2023,6
도로방범,초장동,초전동 409-1,35.20894,128.119341,2023,3
방범,평거동,신안동 417-21,35.182856,128.064761,2023,2
방범,평거동,신안동 806,35.182856,128.064761,2023,2
방범,신안동,신안동 461-20,35.178174,128.059995,2023,3
방범,이현동,이현동 28-8,35.190755,128.065029,2023,2
방범,가호동,가좌동 711,35.164445,128.107105,2024,2
감응신호,상평동,진주시 남강로 돗골로 ,35.168174,128.112987,2024,1
감응신호,내동면,내동면 독산리 65-7,35.161069,128.068568,2024,3
감응신호,초장동,초전동 1583-14,35.20686,128.126527,2024,3
감응신호,초장동,장재동 245,35.202266,128.102578,2024,4
감응신호,초장동,초장동 진산로 장재새미길,32.208958,128.102094,2024,3
감응신호,이현동,유곡동 72-1,35.193723,128.063953,2024,1
방범,가호동,가좌동 산113-1,35.1637,128.0932,2024,2
방범,가호동,가좌동 산113-1,35.1636,128.0958,2024,2
방범,가호동,가좌동 산113-1,35.1608,128.0999,2024,1
방범,문산읍,문산읍 상문리 1148-24,35.1715575,128.1716967,2024,2
방범,문산읍,문산읍 소문리 780-6,35.1692087,128.1627036,2024,4
방범,문산읍,문산읍 삼곡리 1242-11,35.168603,128.1652255,2024,2
방범,문산읍,문산읍 상문리 1016-3,35.1719652,128.1780649,2024,4
방범,문산읍,문산읍 삼곡리 1265-1,35.1685972,128.1640859,2024,4
방범,문산읍,문산읍 삼곡리 1199-10,35.1429815,128.1680645,2024,4
방범,내동면,내동면 삼계리 959-2,35.1429815,128.0274384,2024,2
도로방범,내동면,내동면 신율리 249-4,35.1477542,128.0936502,2024,3
방범,내동면,내동면 삼계리 619-19,35.151857,128.0345716,2024,4
방범,내동면,내동면 내평리 산71-6,35.1561581,127.9997924,2024,2
방범,내동면,내동면 내평리 65,35.1405179,128.021483,2024,3
방범,정촌면,정촌면 화개리 24-7,35.1425402,128.1226115,2024,3
방범,정촌면,정촌면 관봉리 1382-14,35.1170612,128.135455,2024,3
방범,정촌면,정촌면 예하리 279-3,35.1141712,128.0977869,2024,3
방범,정촌면,정촌면 관봉리 1247,35.137812,128.1379743,2024,2
방범,진성면,진성면 상촌리 403-1,35.177302,128.221808,2024,2
방범,진성면,진성면 동산리 899-7,35.1934477,128.219981,2024,2
방범,일반성면,일반성면 남산리 473-1,35.14482326,128.2802366,2024,2
방범,일반성면,일반성면 운천리 221-3,35.16195453,128.2756445,2024,2
방범,일반성면,일반성면 남산리 1218-1,35.1481941,128.2592271,2024,2
방범,일반성면,일반성면 가선리 235,35.18297134,128.2961687,2024,3
방범,이반성면,이반성면 가산리 1283-77,35.15655145,128.3195214,2024,2
방범,이반성면,이반성면 장안리 1202,35.1896475,128.339096,2024,3
방범,이반성면,이반성면 평촌리 223-1,35.18961401,128.3322919,2024,3
도로방범,이반성면,이반성면 하곡리 955-3,35.17208852,128.3301913,2024,2
방범,사봉면,사봉면 사곡리 1853,35.18472381,128.2870955,2024,3
방범,사봉면,사봉면 무촌리 117-10,35.17581878,128.2753342,2024,2
방범,지수면,지수면 청담리 612-3,35.2476529,128.2735953,2024,2
도로방범,지수면,지수면 청담리 1061-1,35.2518169,128.2581279,2024,3
방범,지수면,지수면 청담리 914,35.24900704,128.2800079,2024,3
방범,지수면,지수면 압사리 470-5,35.23508,128.2548449,2024,3
방범,대곡면,대곡면 와룡리 1127-7,35.25059641,128.1660215,2024,3
방범,대곡면,대곡면 와룡리 277-3,35.2693215,128.1828929,2024,3
방범,대곡면,대곡면 월암리 562-3,35.3040379,128.1653656,2024,3
도로방범,금산면,금산면 용아리 산 9-1,35.2000119,128.1860529,2024,3
도로방범,금산면,금산면 중천리 1052-1,35.21264145,128.1298798,2024,3
방범,금산면,금산면 중천리 629-8,35.2140607,128.1336312,2024,4
방범,집현면,집현면 지내리 498-12,35.2000199,128.079718,2024,2
방범,집현면,집현면 정수리 239-1,35.2856168,128.0830099,2024,1
방범,집현면,집현면 덕오리 480-1,35.2456198,128.1287552,2024,2
방범,집현면,집현면 신당리 95-1,35.2266001,128.1214455,2024,3
방범,미천면,미천면 효자리 288-2,35.3320945,128.0843378,2024,3
방범,미천면,미천면 미곡리 80-1,35.3240811,128.1242917,2024,2
방범,미천면,미천면 안간리 487,35.3176453,128.0903321,2024,3
방범,명석면,명석면 우수리 94-4,35.21178643,128.0400543,2024,4
방범,명석면,명석면 신기리 275-5,35.2832872,128.0330871,2024,2
방범,명석면,명석면 용산리 450-2,35.225791,128.0240631,2024,2
방범,명석면,명석면 오미리 445-7,35.2643651,127.9937332,2024,2
방범,명석면,명석면 계원리 534,35.27500641,128.0359691,2024,2
방범,대평면,대평면 대평리 708-4,35.2243622,127.9627782,2024,2
방범,수곡면,수곡면 사곡리 71-1,35.2014,127.927,2024,2
방범,수곡면,수곡면 대천리 273-12 금동경로당,35.2014228,127.9277747,2024,2
방범,천전동,망경동 203-7,35.1809853,128.0773665,2024,2
방범,천전동,망경동 69-14,35.182957,128.0830562,2024,2
방범,성북동,봉곡동 1-1 ,35.197219,128.0795554,2024,3
방범,성북동,봉곡동 24-16,35.1957009,128.076253,2024,2
방범,성북동,인사동 168,35.1877739,128.0731264,2024,2
방범,중앙동,옥봉동 377-4,35.19329282,128.081568,2024,2
방범,상봉동,상봉동 1422-11,35.2015292,128.0745855,2024,2
방범,상대동,상대동 247-8,35.1818553,128.11147,2024,1
방범,상대동,상대동 238-1,35.184185,128.1157403,2024,3
방범,하대동,하대동 594-4,35.192057,128.113276,2024,3
방범,상평동,상평동 219-45,35.1779811,128.1086297,2024,2
방범,초장동,장재동 563-2,35.215131,128.106491,2024,3
방범,평거동,평거동 776-10,35.1716349,128.06596,2024,4
방범,평거동,신안동 774-7,35.1782043,128.0622414,2024,3
방범,평거동,신안동 808-4,35.177,128.0583772,2024,3
방범,평거동,평거동 354-4,35.1723628,128.0552231,2024,3
방범,판문동,평거동 739-6,35.1692396,128.0494831,2024,2
공원,신안동,신안동 446,35.1850789,128.0702503,2024,3
교통정보수집,가호동,가좌동2011-1,35.148187,128.105093,2020,1
교통정보수집,가호동,가좌동1959,35.152479,128.116304,2020,1
교통정보수집,상대동,상대동332-6,35.179354,128.101892,2020,1
교통정보수집,상대동,상대동33-75,35.187153,128.115612,2020,1
교통정보수집,상대동,상대동296-84,35.179337,128.102072,2020,1
교통정보수집,상평동,상평동283-1,35.172729,128.100023,2020,2
교통정보수집,상평동,상평동501,35.16814,128.11302,2020,1
교통정보수집,상평동,상평동501,35.168357,128.111734,2020,1
교통정보수집,신안동,신안동277,35.185285,128.074944,2020,1
교통정보수집,초장동,초전동1583-22,35.212228,128.124909,2020,1
교통정보수집,초장동,초전동1583-13,35.210077,128.125713,2020,1
교통정보수집,충무공동,충무공동223,35.180271,128.14951,2020,1
교통정보수집,판문동,판문동10-1,35.186762,128.047522,2020,3
교통정보수집,평거동,평거동602-9,35.168901,128.06441,2020,1
교통정보수집,평거동,평거동 215-1,35.170226,128.06308,2020,1
교통정보수집,하대동,하대동312-42,35.192558,128.116819,2020,1
교통관리,가호동,가좌동2107,35.124195,128.119179,2023,4
교통관리,가호동,가좌동638-3,35.154953,128.117876,2023,4
교통관리,가호동,가좌동1949,35.155597,128.116481,2023,3
방범,중앙동,장대동 106-8,35.191817,128.08549,2024,2
방범,중앙동,장대동101-14,35.191134,128.085316,2024,2
방범,중앙동,장대동102-8,35.192201,128.086218,2024,2
방범,중앙동,장대동91-16,35.199023,128.090002,2024,2
방범,중앙동,장대동83-2,35.195389,128.088696,2024,2
방범,중앙동,옥봉동794-1,35.190888,128.088786,2024,2
방범,중앙동,옥봉동796-23,35.191931,128.08559,2024,2
방범,중앙동,옥봉동798-2,35.195547,128.088448,2024,2
방범,일반성면,일반성면 창촌리 660-7,35.1445714,128.2722595,2023,2
방범,문산읍,문산읍 삼곡리 1139-1,35.1644901,128.1626653,2023,2
방범,문산읍,문산읍 삼곡리 1139-1,35.1644901,128.1626653,2023,2
방범,문산읍,문산읍 삼곡리 1139-1,35.1644901,128.1626653,2023,2
방범,이반성면,이반성면 부평길 15,35.1865003,128.3310209,2023,2
방범,이반성면,이반성면 부평길 15,35.1865003,128.3310209,2023,2
방범,이반성면,이반성면 부평길 15,35.1865003,128.3310209,2023,2
방범,내동면,내동면 삼계리 산200-16,35.1502697,128.0315972,2023,2
방범,내동면,내동면 내평리 20-3,35.1396799,128.0261996,2023,3
학교내,천전동,천수로 175 망경초등학교,35.179698,128.083342,2023,10
학교내,천전동,진주대로954번길 24 천전초등학교,35.186065,128.090435,2023,8
학교내,성북동,북장대로36번길 8 봉곡초등학교,35.194582,128.075051,2023,7
학교내,성북동,진주성로24번길 7 진주초등학교,35.19329,128.07755,2023,13
학교내,중앙동,의병로 265 봉래초등학교,35.19769,128.09099,2023,15
학교내,상봉동,의병로 95-20 봉원초등학교,35.199334,128.068419,2023,12
학교내,상대동,모덕로 99 남강초등학교,35.183544,128.109378,2023,10
학교내,하대동,대신로 324 도동초등학교,35.189696,128.117787,2023,23
학교내,하대동,도동로187번길 13 동진초등학교,35.187685,128.12449,2023,11
학교내,상평동,남강로 959번길 22 가람초등학교,35.173589,128.101396,2023,17
학교내,초장동,초북로 66 장재초등학교,35.214396,128.109722,2023,10
학교내,초장동,말티고개로123번길 19 금성초등학교,35.1980425,128.1150095,2023,9
학교내,초장동,하대로105번길 26 선학초등학교,35.19588,128.123475,2023,13
학교내,초장동,진주시 초전북로 초전초등학교,35.207908,128.11445,2023,8
학교내,평거동,진양호로84번길 20 수정초등학교,35.165422,128.048416,2023,6
학교내,평거동,새평거로 85 서진초등학교,35.168256,128.056952,2023,9
학교내,평거동,신평공원길57번길 19 신진초등학교,35.174888,128.066191,2023,9
학교내,신안동,진양호로369번길 3 진주교대부설초등학교,35.184458,128.067358,2023,12
학교내,신안동,석갑로 28 배영초등학교,35.176322,128.067127,2023,12
학교내,신안동,평거로 139번길 8 신안초등학교,35.182927,128.068372,2023,16
학교내,이현동,평거로 259 촉석초등학교,35.191132,128.061369,2023,15
학교내,판문동,진양호로51번길 16 평거초등학교,35.16931,128.045309,2023,8
학교내,가호동,내동로 348 가좌초등학교,35.14965,128.103259,2023,16
학교내,가호동,동부로 11 정촌초등학교,35.160181,128.108372,2023,12
학교내,가호동,천수로 64 주약초등학교,35.172125,128.092133,2023,12
학교내,가호동,진주역로73번길 7 은하수초등학교,35.1513,128.11105,2023,13
학교내,충무공동,사들로 173 갈전초등학교,35.182841,128.148904,2023,10
학교내,충무공동,영천강로 119번길 37 무지개초등학교,35.171322,128.137142,2023,8
학교내,충무공동,사들로 70 충무공초등학교,35.1735883,128.1499166,2023,9
학교내,문산읍,문산읍 소문길 11 문산초등학교,35.171453,128.161821,2023,3
학교내,문산읍,월아산로1048번길 36 혜광학교,35.164277,128.168414,2023,10
학교내,내동면,내동면 순환로 426 내동초등학교,35.173853,128.067856,2023,9
학교내,정촌면,정촌로 629 관봉초등학교,35.137014,128.143315,2023,6
학교내,정촌면,삼일로 50 예하초등학교,35.122817,128.094383,2023,8
학교내,금곡면,월아산로89번길 11 금곡초등학교,35.089682,128.184853,2023,7
학교내,진성면,진성로355번길 10 진성초등학교,35.169982,128.224703,2023,8
학교내,일반성면,동부로 2060 반성초등학교,35.169604,128.285659,2023,9
학교내,이반성면,오봉산로 762 이반성초등학교,35.173245,128.329021,2023,8
학교내,사봉면,사군로 99 사봉초등학교,35.189012,128.269413,2023,11
학교내,지수면,지사로 806 지수초등학교,35.233209,128.252786,2023,8
학교내,대곡면,진의로 970 대곡초등학교,35.25789,128.176903,2023,6
학교내,금산면,금산로 75 금산초등학교,35.21521548,128.144117,2023,15
학교내,금산면,중천로67번길 25 금호초등학교,35.218937,128.143446,2023,4
학교내,집현면,지내길 271 집현초등학교,35.241867,128.092632,2023,16
학교내,미천면,안간길 18-8 미천초등학교,35.318959,128.088138,2023,4
학교내,명석면,광제산로 23 명석초등학교,35.217998,128.039806,2023,6
학교내,수곡면,곤수로 1000 수곡초등학교,35.200918,128.932103,2023,6
